Id,When,Cal,Alberta,Canada,BritishColumbia,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
215790,3/1/1994 12:00:00 AM,"Slaughter, calves",132.87,,109.35,111.6,95.25,93.3,93.3,115.61,112.47,113.94,112.13,9/8/2021 10:08:45 AM
215791,3/1/1994 12:00:00 AM,"Slaughter, cattle",90.67,,106.34,79.9,65.54,73.92,73.92,91.29,73.64,67.73,77.66,9/8/2021 10:08:45 AM
215792,3/1/1994 12:00:00 AM,Hogs,73.09,,78.79,78.1,79.03,74.86,78.16,74.86,77.18,80.74,73.76,9/8/2021 10:08:45 AM
215793,4/1/1994 12:00:00 AM,"Slaughter, calves",135.7,,110.33,114.19,102.09,92.31,92.31,124.5,112.83,128.64,112.79,9/8/2021 10:08:45 AM
215794,4/1/1994 12:00:00 AM,"Slaughter, cattle",90.57,,111.38,82.15,64.79,77.58,77.58,93.6,78,69.41,76.46,9/8/2021 10:08:45 AM
215795,4/1/1994 12:00:00 AM,Hogs,70.77,,75.76,74.04,78.5,73.53,75.37,73.77,76.71,78.87,71.13,9/8/2021 10:08:45 AM
215796,5/1/1994 12:00:00 AM,"Slaughter, calves",135.47,,105.75,108.21,101.86,98.49,98.49,122.3,125.42,116.79,108.29,9/8/2021 10:08:45 AM
215797,5/1/1994 12:00:00 AM,"Slaughter, cattle",83.68,,113.76,78.75,70.26,78.58,78.58,92.17,78.13,70.02,74.69,9/8/2021 10:08:45 AM
215798,5/1/1994 12:00:00 AM,Hogs,70.33,,75.96,71.79,79.56,74.44,74.57,74.06,76.73,78.5,70.71,9/8/2021 10:08:45 AM
215799,6/1/1994 12:00:00 AM,"Slaughter, calves",127.15,,100.6,103.99,99.15,101.21,101.21,112.7,131.56,120.52,101.98,9/8/2021 10:08:45 AM
215800,6/1/1994 12:00:00 AM,"Slaughter, cattle",78.98,,111.16,75.16,67.3,72.04,72.04,87.18,71.57,68.35,72.06,9/8/2021 10:08:45 AM
215801,6/1/1994 12:00:00 AM,Hogs,70.44,,76.03,71.72,78.82,66.65,76.01,74.38,77.9,76.57,70.75,9/8/2021 10:08:45 AM
215802,7/1/1994 12:00:00 AM,"Slaughter, calves",128.58,,91.63,104.38,99.15,97.56,97.56,122.08,119.83,120.27,105.6,9/8/2021 10:08:45 AM
215803,7/1/1994 12:00:00 AM,"Slaughter, cattle",82.05,,91.22,75.78,68.36,72.67,72.67,91.19,71.71,77.78,74.15,9/8/2021 10:08:45 AM
215804,7/1/1994 12:00:00 AM,Hogs,71.62,,75.48,71.9,78.97,72.9,73.84,73.03,74.59,77.07,70.76,9/8/2021 10:08:45 AM
215805,8/1/1994 12:00:00 AM,"Slaughter, calves",109.57,,96.25,106.65,92.4,91.8,91.8,124.09,123.39,118.78,109.57,9/8/2021 10:08:45 AM
215806,8/1/1994 12:00:00 AM,"Slaughter, cattle",82.78,,96.56,78.24,62.53,72.9,72.9,93.14,72.52,69.12,76.56,9/8/2021 10:08:45 AM
215807,8/1/1994 12:00:00 AM,Hogs,70.91,,77.52,71.9,77.86,73.37,74.27,73.56,76.54,79.52,71.03,9/8/2021 10:08:45 AM
215808,9/1/1994 12:00:00 AM,"Slaughter, calves",103.83,,103.83,106.3,78.05,83.45,83.45,115.56,117.82,125.26,103.83,9/8/2021 10:08:45 AM
215809,9/1/1994 12:00:00 AM,"Slaughter, cattle",79.54,,96.57,75.49,60.07,71.75,71.75,88.65,70.44,66.82,74.21,9/8/2021 10:08:45 AM
215810,9/1/1994 12:00:00 AM,Hogs,61.27,,67.01,71.37,69.76,62.15,64.7,61.26,63.78,65.06,61.26,9/8/2021 10:08:45 AM
215811,10/1/1994 12:00:00 AM,"Slaughter, calves",100.52,,99.01,99.25,81.4,78.45,78.45,110,112.66,118.37,100.52,9/8/2021 10:08:45 AM
215812,10/1/1994 12:00:00 AM,"Slaughter, cattle",77.36,,89.89,69.03,59.17,70.28,70.28,78.28,69.44,61.25,70.73,9/8/2021 10:08:45 AM
215813,10/1/1994 12:00:00 AM,Hogs,53.02,,58.83,54.69,59.18,56.43,57.82,54.35,55.99,58.06,52.6,9/8/2021 10:08:45 AM
215814,11/1/1994 12:00:00 AM,"Slaughter, calves",104.75,,103.41,99.22,70.48,78.66,78.66,109.1,111.17,121.97,104.75,9/8/2021 10:08:45 AM
215815,11/1/1994 12:00:00 AM,"Slaughter, cattle",80.12,,86.89,69.68,58.37,69.93,69.93,79.06,68.88,65.48,70.59,9/8/2021 10:08:45 AM
215816,11/1/1994 12:00:00 AM,Hogs,49.06,,56.06,52.81,57.6,53.41,53.98,52.6,53.7,56.27,49.07,9/8/2021 10:08:45 AM
215817,12/1/1994 12:00:00 AM,"Slaughter, calves",106.76,,99,102.37,70.48,88.74,88.74,104.5,99.77,136.47,106.76,9/8/2021 10:08:45 AM
215818,12/1/1994 12:00:00 AM,"Slaughter, cattle",81.79,,85.72,70.76,60.77,69.16,69.16,79.73,67.31,63.11,70.08,9/8/2021 10:08:45 AM
215819,12/1/1994 12:00:00 AM,Hogs,54.39,,55.06,53.1,57.44,55.9,54.82,55.03,56.2,56.37,54.25,9/8/2021 10:08:45 AM
215820,1/1/1995 12:00:00 AM,"Slaughter, calves",98.75,,83.45,103.09,82.49,80.49,85.63,97.39,104.56,128.77,98.75,9/8/2021 10:08:45 AM
215821,1/1/1995 12:00:00 AM,"Slaughter, cattle",87.21,,60.02,75.23,69.36,69.02,69.02,82.14,72.27,66.24,67.55,9/8/2021 10:08:45 AM
215822,1/1/1995 12:00:00 AM,Hogs,64.19,,71.1,65.24,63.84,64.12,63.8,63.68,64.71,61.56,63.99,9/8/2021 10:08:45 AM
215823,2/1/1995 12:00:00 AM,"Slaughter, calves",99.95,,87.32,104.67,81.62,83.19,88.5,91.15,95.84,125.89,99.95,9/8/2021 10:08:45 AM
215824,2/1/1995 12:00:00 AM,"Slaughter, cattle",87.34,,67.42,77.74,72.37,69.53,69.53,83.33,72.41,69.17,71.06,9/8/2021 10:08:45 AM
215825,2/1/1995 12:00:00 AM,Hogs,68.75,,73.97,68.84,71.38,69.39,71.44,69.41,70.43,69.3,67.77,9/8/2021 10:08:45 AM
215826,3/1/1995 12:00:00 AM,"Slaughter, calves",101.83,,83.33,102.2,91.45,82.33,87.59,83.51,103.33,122.62,101.83,9/8/2021 10:08:45 AM
215827,3/1/1995 12:00:00 AM,"Slaughter, cattle",85.4,,64.64,75.01,68.9,69,69,80.31,74.07,66.5,72.43,9/8/2021 10:08:45 AM
215828,3/1/1995 12:00:00 AM,Hogs,65.4,,70.62,65.53,79.23,64.64,67.74,64.73,65.72,65.52,64.72,9/8/2021 10:08:45 AM
215829,4/1/1995 12:00:00 AM,"Slaughter, calves",99.62,,80.4,97.27,90.41,81.76,86.98,91.55,102.58,116.06,99.62,9/8/2021 10:08:45 AM
215830,4/1/1995 12:00:00 AM,"Slaughter, cattle",80.26,,63.8,69.75,70.28,67.52,67.52,76.53,71.82,62.67,70.64,9/8/2021 10:08:45 AM
215831,4/1/1995 12:00:00 AM,Hogs,60.17,,66.29,60.55,63.41,45.8,54.54,60.93,62.12,60.74,59.66,9/8/2021 10:08:45 AM
215832,5/1/1995 12:00:00 AM,"Slaughter, calves",97.39,,65.58,92.01,79.59,82.13,87.37,86.21,105.63,108.26,97.39,9/8/2021 10:08:45 AM
215833,5/1/1995 12:00:00 AM,"Slaughter, cattle",77.63,,60.7,67.71,67.74,68.63,68.63,74.95,70.44,62.55,70.7,9/8/2021 10:08:45 AM
215834,5/1/1995 12:00:00 AM,Hogs,60.47,,66.27,61.18,72.2,62.36,57.1,62.44,63.59,61.64,59.85,9/8/2021 10:08:45 AM
215835,6/1/1995 12:00:00 AM,"Slaughter, calves",93.96,,70.82,93.02,79.07,82.5,87.77,82.91,94.11,109.58,93.96,9/8/2021 10:08:45 AM
215836,6/1/1995 12:00:00 AM,"Slaughter, cattle",78.46,,61.04,70.52,76.54,70.89,70.89,76.93,72.81,67.07,69.05,9/8/2021 10:08:45 AM
215837,6/1/1995 12:00:00 AM,Hogs,69.88,,76.98,71.42,71.93,71.69,73.39,71.76,73.48,71.15,69.2,9/8/2021 10:08:45 AM
215838,7/1/1995 12:00:00 AM,"Slaughter, calves",90,,68.15,89.66,75.82,81.26,86.45,80.22,93.23,110.38,90,9/8/2021 10:08:45 AM
215839,7/1/1995 12:00:00 AM,"Slaughter, cattle",77.14,,58.3,69.13,69.58,71.62,71.62,74.81,77.85,65.65,68.36,9/8/2021 10:08:45 AM
215840,7/1/1995 12:00:00 AM,Hogs,78.19,,83.97,79.95,90.12,78.73,61.36,79.4,80.81,79.82,76.77,9/8/2021 10:08:45 AM
215841,8/1/1995 12:00:00 AM,"Slaughter, calves",88.83,,62.15,87.5,74.68,72.04,76.64,72.23,108,108.76,88.83,9/8/2021 10:08:45 AM
215842,8/1/1995 12:00:00 AM,"Slaughter, cattle",74.62,,57.39,67.92,61.32,68.02,68.02,74.21,69.47,63.07,67.09,9/8/2021 10:08:45 AM
215843,8/1/1995 12:00:00 AM,Hogs,81.07,,82.08,82.04,79.25,79.31,75.17,79.84,81.46,80.7,79.46,9/8/2021 10:08:45 AM
215844,9/1/1995 12:00:00 AM,"Slaughter, calves",86.1,,62.8,88.19,60.32,60.91,64.8,77.62,112.71,118.14,86.1,9/8/2021 10:08:45 AM
215845,9/1/1995 12:00:00 AM,"Slaughter, cattle",73.8,,60.26,65.61,59.16,61.7,61.7,70.51,64.22,58.46,64.86,9/8/2021 10:08:45 AM
215846,9/1/1995 12:00:00 AM,Hogs,81.42,,87.23,81.09,83.2,81.27,62.08,81.82,77.49,81.3,79.36,9/8/2021 10:08:45 AM
215847,10/1/1995 12:00:00 AM,"Slaughter, calves",86.94,,69,87.65,57.34,55.44,58.98,79.5,98.6,105.24,86.94,9/8/2021 10:08:45 AM
215848,10/1/1995 12:00:00 AM,"Slaughter, cattle",74.85,,61.92,64.33,54.09,56.25,56.25,69.53,63.42,54.19,62.61,9/8/2021 10:08:45 AM
215849,10/1/1995 12:00:00 AM,Hogs,75.36,,81.55,75.36,78.87,74.3,78.67,74.84,76.13,75.65,74.34,9/8/2021 10:08:45 AM
215850,11/1/1995 12:00:00 AM,"Slaughter, calves",86.65,,80.01,86.91,56.73,56.84,60.47,72.97,93.94,108.18,86.65,9/8/2021 10:08:45 AM
215851,11/1/1995 12:00:00 AM,"Slaughter, cattle",75.32,,63.17,63.38,53.8,57.68,57.68,68.93,62.13,52.73,61.1,9/8/2021 10:08:45 AM
215852,11/1/1995 12:00:00 AM,Hogs,65.68,,71.46,64.3,71.62,67.74,70.48,68.05,69.04,67.06,63.76,9/8/2021 10:08:45 AM
215853,12/1/1995 12:00:00 AM,"Slaughter, calves",81.63,,73.53,84.82,60.74,59.86,63.68,74.56,80.64,113.35,81.63,9/8/2021 10:08:45 AM
215854,12/1/1995 12:00:00 AM,"Slaughter, cattle",71.45,,66.51,63.92,59.09,53.86,53.86,71.96,61.22,53.82,60.84,9/8/2021 10:08:45 AM
215855,12/1/1995 12:00:00 AM,Hogs,70.59,,77.75,71.05,75.11,73.22,75.35,73.89,74.92,70.96,69.11,9/8/2021 10:08:45 AM
215856,1/1/1996 12:00:00 AM,"Slaughter, calves",69.4,,76.71,73.76,60.02,56.82,60.45,65.33,85.23,104.64,69.4,9/8/2021 10:08:45 AM
215857,1/1/1996 12:00:00 AM,"Slaughter, cattle",72.01,,58.97,60.13,51.95,54.89,54.89,73.99,58.65,52.06,58.06,9/8/2021 10:08:45 AM
215858,1/1/1996 12:00:00 AM,Hogs,69.09,,65.27,69.23,74.07,167.83,73.85,72.12,73.54,71.89,67.81,9/8/2021 10:08:45 AM
215859,2/1/1996 12:00:00 AM,"Slaughter, calves",69.79,,64.15,72.14,66.08,54.69,58.18,61.24,83.49,103.67,69.79,9/8/2021 10:08:45 AM
215860,2/1/1996 12:00:00 AM,"Slaughter, cattle",70.11,,56.45,60.19,53.5,54.92,54.92,71.61,58.08,55.91,58.26,9/8/2021 10:08:45 AM
215861,2/1/1996 12:00:00 AM,Hogs,77,,81.42,76.1,81.62,167.83,86.86,81.67,85.57,82.06,74.94,9/8/2021 10:08:45 AM
215862,3/1/1996 12:00:00 AM,"Slaughter, calves",70.33,,50.32,74.93,60.84,52.67,56.03,60.38,81.01,103.83,70.33,9/8/2021 10:08:45 AM
215863,3/1/1996 12:00:00 AM,"Slaughter, cattle",71.71,,56.03,62.77,52.74,54.71,54.71,71.52,55.11,54.44,59.59,9/8/2021 10:08:45 AM
215864,3/1/1996 12:00:00 AM,Hogs,80.37,,84.96,80.74,84.08,167.83,89.14,83.38,82.97,84.02,78.78,9/8/2021 10:08:45 AM
215865,4/1/1996 12:00:00 AM,"Slaughter, calves",70.32,,51.83,70.9,65.77,57.09,60.73,59.29,80.74,95.4,70.32,9/8/2021 10:08:45 AM
215866,4/1/1996 12:00:00 AM,"Slaughter, cattle",68.37,,54.99,57.22,52.01,52.22,52.22,67.73,52.85,55.47,57.22,9/8/2021 10:08:45 AM
215867,4/1/1996 12:00:00 AM,Hogs,80.3,,84.83,83.21,82.49,167.83,84.32,83.74,81.57,85.47,78.59,9/8/2021 10:08:45 AM
215868,5/1/1996 12:00:00 AM,"Slaughter, calves",68.26,,46.11,68.64,56.25,50.67,53.9,54.94,86.58,95.18,68.26,9/8/2021 10:08:45 AM
215869,5/1/1996 12:00:00 AM,"Slaughter, cattle",68.72,,54.94,57.61,55.71,56.98,56.98,68.6,56.22,56.92,57.78,9/8/2021 10:08:45 AM
215870,5/1/1996 12:00:00 AM,Hogs,91.45,,95.12,94.3,93.15,167.83,90.6,94.36,90.41,95.57,90.91,9/8/2021 10:08:45 AM
215871,6/1/1996 12:00:00 AM,"Slaughter, calves",71.16,,49.47,73.76,52.18,56.43,60.03,75.2,90.14,106.89,71.16,9/8/2021 10:08:45 AM
215872,6/1/1996 12:00:00 AM,"Slaughter, cattle",70.19,,61.37,60.55,58.63,59.92,59.92,71.74,61.27,58.27,59.46,9/8/2021 10:08:45 AM
215873,6/1/1996 12:00:00 AM,Hogs,93.86,,97.1,94.77,100.04,167.83,95.25,95.83,92.62,95.64,92.8,9/8/2021 10:08:45 AM
215874,7/1/1996 12:00:00 AM,"Slaughter, calves",72.39,,66.91,73.34,59.54,56.79,60.41,68.93,91.47,109.06,72.39,9/8/2021 10:08:45 AM
215875,7/1/1996 12:00:00 AM,"Slaughter, cattle",74.67,,64.16,62.67,60.48,63.96,63.96,74.81,64.63,57.9,62.56,9/8/2021 10:08:45 AM
215876,7/1/1996 12:00:00 AM,Hogs,95.77,,99.58,97.11,98.52,167.83,93.89,96.7,93.3,96.92,94.22,9/8/2021 10:08:45 AM
215877,8/1/1996 12:00:00 AM,"Slaughter, calves",78.28,,66.01,77.53,54.99,59,62.77,73.99,87.42,111.33,78.28,9/8/2021 10:08:45 AM
215878,8/1/1996 12:00:00 AM,"Slaughter, cattle",79.41,,67.4,64.06,60.1,62.95,62.95,78.41,65.22,58.72,65.27,9/8/2021 10:08:45 AM
215879,8/1/1996 12:00:00 AM,Hogs,99.25,,95.3,104.76,105.1,167.83,102.61,101.57,98.45,102.27,97.94,9/8/2021 10:08:45 AM
215880,9/1/1996 12:00:00 AM,"Slaughter, calves",81.75,,68.22,82.45,53.56,48.6,51.7,81.74,86.11,117.28,81.75,9/8/2021 10:08:45 AM
215881,9/1/1996 12:00:00 AM,"Slaughter, cattle",79.8,,65.07,65.34,55.44,57.76,57.76,76.98,63.27,57.75,64.13,9/8/2021 10:08:45 AM
215882,9/1/1996 12:00:00 AM,Hogs,91,,90.67,92.09,98.06,167.83,89.85,93.9,91.01,92.44,89,9/8/2021 10:08:45 AM
215883,10/1/1996 12:00:00 AM,"Slaughter, calves",81.01,,70.16,81.11,50.66,45.65,48.56,71.6,83.02,108.05,81.01,9/8/2021 10:08:45 AM
215884,10/1/1996 12:00:00 AM,"Slaughter, cattle",79.27,,59.65,59.02,58.41,56.7,56.7,74.62,58.83,56.97,60.47,9/8/2021 10:08:45 AM
215885,10/1/1996 12:00:00 AM,Hogs,92.51,,93.8,93.08,97.63,167.83,95.89,92.88,90.01,92.48,90.06,9/8/2021 10:08:45 AM
215886,11/1/1996 12:00:00 AM,"Slaughter, calves",81.48,,75.18,82.82,48.24,38.48,40.94,71.24,81.59,104.55,81.48,9/8/2021 10:08:45 AM
215887,11/1/1996 12:00:00 AM,"Slaughter, cattle",75.63,,52.86,65.06,57.33,54.18,54.18,78.49,62.19,55.02,64.92,9/8/2021 10:08:45 AM
215888,11/1/1996 12:00:00 AM,Hogs,86.15,,87.58,85.18,88.64,167.83,87.35,87.06,84.41,87.65,83.36,9/8/2021 10:08:45 AM
215889,12/1/1996 12:00:00 AM,"Slaughter, calves",80.33,,73.77,78.47,45.4,49.17,52.31,77.21,73.21,108.39,80.33,9/8/2021 10:08:45 AM
215890,12/1/1996 12:00:00 AM,"Slaughter, cattle",70.11,,49.62,60.45,53.85,54.34,54.34,75.92,60.81,56.08,62.66,9/8/2021 10:08:45 AM
215891,12/1/1996 12:00:00 AM,Hogs,91,,93.37,90.72,93.78,167.83,91.62,91.53,88.56,89.89,88.08,9/8/2021 10:08:45 AM
215892,1/1/1997 12:00:00 AM,"Slaughter, calves",78.53,,78.33,79.39,52,51.32,54.6,75.88,73.88,110.31,78.53,9/8/2021 10:08:45 AM
215893,1/1/1997 12:00:00 AM,"Slaughter, cattle",72.01,,49.52,57.92,53.73,57.25,57.25,73.47,60.73,51.03,57.97,9/8/2021 10:08:45 AM
215894,1/1/1997 12:00:00 AM,Hogs,92.04,,92.75,87.15,90.71,167.83,88.58,88.57,85.97,85.1,86.4,9/8/2021 10:08:45 AM
215895,2/1/1997 12:00:00 AM,"Slaughter, calves",84.58,,74.77,83.9,58.82,55.29,58.82,69.93,76.53,105.2,84.58,9/8/2021 10:08:45 AM
215896,2/1/1997 12:00:00 AM,"Slaughter, cattle",77.08,,56.55,60.26,53.15,56.99,56.99,74.01,59.94,57.96,61.69,9/8/2021 10:08:45 AM
215897,2/1/1997 12:00:00 AM,Hogs,89.39,,87.93,86.54,91.82,167.83,89.66,89.17,86.11,88.94,85.62,9/8/2021 10:08:45 AM
215898,3/1/1997 12:00:00 AM,"Slaughter, calves",87.69,,64.43,87.86,47.47,53.25,56.65,72.72,76.73,106.38,87.69,9/8/2021 10:08:45 AM
215899,3/1/1997 12:00:00 AM,"Slaughter, cattle",80.68,,62.42,66.8,56.67,59.72,59.72,77.93,63.8,60.94,67.64,9/8/2021 10:08:45 AM
215900,3/1/1997 12:00:00 AM,Hogs,80.88,,83.12,81.93,87.22,167.83,82.1,83.9,80.95,86.63,79.34,9/8/2021 10:08:45 AM
215901,4/1/1997 12:00:00 AM,"Slaughter, calves",89.94,,68.41,88.76,57.47,57.94,61.64,76.21,83.49,114.67,89.94,9/8/2021 10:08:45 AM
215902,4/1/1997 12:00:00 AM,"Slaughter, cattle",80.54,,64.77,68.21,58.6,62,62,79.42,64.07,64.73,69.22,9/8/2021 10:08:45 AM
215903,4/1/1997 12:00:00 AM,Hogs,92.48,,93.25,89.23,95.08,167.83,90.13,93.37,90.53,94.35,85.77,9/8/2021 10:08:45 AM
215904,5/1/1997 12:00:00 AM,"Slaughter, calves",91.52,,79.51,93.13,67.22,63.1,67.13,88.26,86.94,117.41,91.52,9/8/2021 10:08:45 AM
215905,5/1/1997 12:00:00 AM,"Slaughter, cattle",80.42,,63.41,69.61,58.99,62.24,62.24,80.74,65.75,65.73,69.49,9/8/2021 10:08:45 AM
215906,5/1/1997 12:00:00 AM,Hogs,96.87,,101.14,96.16,103.01,167.83,99.91,100.19,96.78,100.26,92.88,9/8/2021 10:08:45 AM
215907,6/1/1997 12:00:00 AM,"Slaughter, calves",89.8,,83.54,89.97,70.58,60.43,64.29,87.78,82.35,116.55,89.8,9/8/2021 10:08:45 AM
215908,6/1/1997 12:00:00 AM,"Slaughter, cattle",78.21,,65.32,68.57,59.54,62.48,62.48,80.07,67.53,65.45,67.51,9/8/2021 10:08:45 AM
215909,6/1/1997 12:00:00 AM,Hogs,96.86,,99.69,95.5,102.48,167.83,99.78,99.69,96.6,99.81,92.81,9/8/2021 10:08:45 AM
215910,7/1/1997 12:00:00 AM,"Slaughter, calves",91.71,,82.72,88.74,63.37,59.43,63.22,85.35,84.21,115.52,91.71,9/8/2021 10:08:45 AM
215911,7/1/1997 12:00:00 AM,"Slaughter, cattle",79.23,,66.68,69.82,61.63,65.1,65.1,80.89,68.95,63.02,70.48,9/8/2021 10:08:45 AM
215912,7/1/1997 12:00:00 AM,Hogs,98.32,,101.63,99.97,104.68,167.83,101.73,101.6,97.62,102.53,96.56,9/8/2021 10:08:45 AM
215913,8/1/1997 12:00:00 AM,"Slaughter, calves",98.29,,89.29,98.24,66.04,57.63,61.31,84.25,93.63,113.79,98.29,9/8/2021 10:08:45 AM
215914,8/1/1997 12:00:00 AM,"Slaughter, cattle",80.01,,66.9,69.76,62,65.18,65.18,82.2,70.64,62.46,69.68,9/8/2021 10:08:45 AM
215915,8/1/1997 12:00:00 AM,Hogs,92.5,,96.79,93.76,100.61,167.83,98.06,96.81,93.52,97.37,91.87,9/8/2021 10:08:45 AM
215916,9/1/1997 12:00:00 AM,"Slaughter, calves",97.86,,85.61,97.21,56.82,61.95,65.9,87.12,93.47,112.81,97.86,9/8/2021 10:08:45 AM
215917,9/1/1997 12:00:00 AM,"Slaughter, cattle",76.98,,65.6,66.54,59.02,61.89,61.89,79.05,66.01,62.12,66.84,9/8/2021 10:08:45 AM
215918,9/1/1997 12:00:00 AM,Hogs,83.28,,87.11,85.66,86.2,167.83,83.42,86.24,78.23,87.17,81.99,9/8/2021 10:08:45 AM
215919,10/1/1997 12:00:00 AM,"Slaughter, calves",96.62,,83.58,96.06,59.78,60.87,64.75,84.08,81.91,112.11,96.62,9/8/2021 10:08:45 AM
215920,10/1/1997 12:00:00 AM,"Slaughter, cattle",79.24,,59.35,60.52,52.39,55.65,55.65,74.7,57.77,62.07,60.38,9/8/2021 10:08:45 AM
215921,10/1/1997 12:00:00 AM,Hogs,77.46,,81.31,78.92,86.18,167.83,83.8,80.47,78.22,81.83,76.81,9/8/2021 10:08:45 AM
215922,11/1/1997 12:00:00 AM,"Slaughter, calves",100.25,,85.06,96.39,51.5,58.34,62.06,83.42,88.48,111.43,100.25,9/8/2021 10:08:45 AM
215923,11/1/1997 12:00:00 AM,"Slaughter, cattle",81.41,,58.12,60.65,54.23,56.42,56.42,76.16,59.94,60.32,60.24,9/8/2021 10:08:45 AM
215924,11/1/1997 12:00:00 AM,Hogs,76,,77.94,76.92,80.88,167.83,77.89,77.09,76.22,79.29,73.46,9/8/2021 10:08:45 AM
215925,12/1/1997 12:00:00 AM,"Slaughter, calves",100.08,,78.71,99.1,50.17,50.93,54.18,89.83,84.21,112.24,100.08,9/8/2021 10:08:45 AM
215926,12/1/1997 12:00:00 AM,"Slaughter, cattle",80.49,,59.74,61.44,54.78,58.28,58.28,77.97,60.61,61.38,61.22,9/8/2021 10:08:45 AM
215927,12/1/1997 12:00:00 AM,Hogs,68.72,,74.52,72.94,77.16,167.83,74.19,71.34,68.23,71.59,70.61,9/8/2021 10:08:45 AM
215928,1/1/1998 12:00:00 AM,"Slaughter, calves",102.01,,79.36,99.93,66.4,57.91,61.61,88.84,78.74,94.97,102.01,9/8/2021 10:08:45 AM
215929,1/1/1998 12:00:00 AM,"Slaughter, cattle",79.44,,59.69,62.08,54.5,58.88,58.88,78.4,62.68,46.91,62,9/8/2021 10:08:45 AM
215930,1/1/1998 12:00:00 AM,Hogs,64.38,,64.19,61.18,63.3,167.83,59.71,58.7,57.53,61.25,60.38,9/8/2021 10:08:45 AM
215931,2/1/1998 12:00:00 AM,"Slaughter, calves",102.67,,85.84,98.02,61.78,65.5,69.68,81.8,82.06,103.91,102.67,9/8/2021 10:08:45 AM
215932,2/1/1998 12:00:00 AM,"Slaughter, cattle",78.08,,57.66,61.02,55.5,59.67,59.67,78.93,61.53,47.88,61.17,9/8/2021 10:08:45 AM
215933,2/1/1998 12:00:00 AM,Hogs,63.4,,62.16,61.92,66.89,167.83,63.9,60.16,60.88,64.95,60.44,9/8/2021 10:08:45 AM
215934,3/1/1998 12:00:00 AM,"Slaughter, calves",99.76,,84.9,97.24,61.02,64.82,68.96,78.54,89.66,109.88,99.76,9/8/2021 10:08:45 AM
215935,3/1/1998 12:00:00 AM,"Slaughter, cattle",78.94,,58.05,61.96,57.41,60.03,60.03,80.76,62.81,50.57,62.33,9/8/2021 10:08:45 AM
215936,3/1/1998 12:00:00 AM,Hogs,55.79,,61.2,60.18,63,167.83,60.95,58.69,57.49,60.66,55.76,9/8/2021 10:08:45 AM
215937,4/1/1998 12:00:00 AM,"Slaughter, calves",99.07,,83.77,99.13,70.39,72.96,77.62,80.69,90.54,102.46,99.07,9/8/2021 10:08:45 AM
215938,4/1/1998 12:00:00 AM,"Slaughter, cattle",81.72,,61.8,66.11,60.41,62.37,62.37,81.82,65.64,52.35,66.64,9/8/2021 10:08:45 AM
215939,4/1/1998 12:00:00 AM,Hogs,57.24,,63.11,60.91,65.51,167.83,62.79,61.03,58.7,61.18,55.87,9/8/2021 10:08:45 AM
215940,5/1/1998 12:00:00 AM,"Slaughter, calves",98.82,,83,100.06,75.02,69.67,74.12,79.05,89.51,92.59,98.82,9/8/2021 10:08:45 AM
215941,5/1/1998 12:00:00 AM,"Slaughter, cattle",82.13,,65.95,68.34,62.25,64.61,64.61,83.78,68.96,54.38,68.33,9/8/2021 10:08:45 AM
215942,5/1/1998 12:00:00 AM,Hogs,69.06,,77.24,75.3,73.99,167.83,69.87,75.47,70.15,73.71,70.11,9/8/2021 10:08:45 AM
215943,6/1/1998 12:00:00 AM,"Slaughter, calves",97.7,,83,99.53,73.3,80.8,85.96,83.07,111.09,96.43,97.7,9/8/2021 10:08:45 AM
215944,6/1/1998 12:00:00 AM,"Slaughter, cattle",79.18,,65.66,67.98,62.33,64.7,64.7,84.99,69.29,55.97,66,9/8/2021 10:08:45 AM
215945,6/1/1998 12:00:00 AM,Hogs,71.53,,76.26,75.65,83.5,167.83,80.1,77.4,77.02,75.27,70.58,9/8/2021 10:08:45 AM
215946,7/1/1998 12:00:00 AM,"Slaughter, calves",93.97,,84.99,95.68,76.84,76.32,81.19,78.21,90.01,100,93.97,9/8/2021 10:08:45 AM
215947,7/1/1998 12:00:00 AM,"Slaughter, cattle",76.68,,63.94,68.45,61.41,64.48,64.48,82.7,69.12,55.33,67.01,9/8/2021 10:08:45 AM
215948,7/1/1998 12:00:00 AM,Hogs,62.7,,67.56,64.44,75.2,167.83,74.92,68.28,68.51,65.6,58.76,9/8/2021 10:08:45 AM
215949,8/1/1998 12:00:00 AM,"Slaughter, calves",91.85,,78.87,95.19,79.79,66.8,71.06,82.76,99.8,110.94,91.85,9/8/2021 10:08:45 AM
215950,8/1/1998 12:00:00 AM,"Slaughter, cattle",77.98,,67.27,66.79,58.64,62.35,62.35,81.81,65.68,57.51,65.28,9/8/2021 10:08:45 AM
215951,8/1/1998 12:00:00 AM,Hogs,61.22,,67.07,61.03,70.13,167.83,68.52,64.41,64.39,63.53,58.28,9/8/2021 10:08:45 AM
215952,9/1/1998 12:00:00 AM,"Slaughter, calves",95.32,,78.87,95.91,78.08,67.76,72.09,84.35,97.23,117.47,95.32,9/8/2021 10:08:45 AM
215953,9/1/1998 12:00:00 AM,"Slaughter, cattle",75.35,,64.96,63.13,56.5,59.85,59.85,79.48,62.69,55.93,60.83,9/8/2021 10:08:45 AM
